case_id,user_id,department,previous_department,application,role,entitlement,hire_date,entitlement_grant_date,department_change_date,last_recertification_date,user_status,last_login_days,stale_access_days,privilege_level,toxic_combo,business_need,entitlement_owner,manager_name,assignment_type,source_role,effective_permission,risk_score,recommendation,rule_explanation,confidence,history_events
CASE-0211,USR-9148,Finance,HR,IAM,Employee,manage_identities,2022-09-12,2022-12-18,2025-04-23,,active,107,207,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,IAM Platform Owner,Nina Weber,Role-derived,Finance_Employee_Base,True,23,retain,inactive_login>60d (+20); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); dept_change_privilege_creep (+15); active_user (-5),66.8,2022-09-12|Joiner|Eintritt ins Unternehmen;2022-12-18|Grant|Berechtigung 'manage_identities' zugewiesen;2025-04-23|Mover|Abteilungswechsel von HR nach Finance;2025-11-25|Login|Letzter Login
CASE-0212,USR-3967,Legal,,IAM,Analyst,read_reports,2025-05-05,2026-01-04,,2025-12-22,active,120,65,medium,0,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,Data Governance Team,Sara Vogel,Role-derived,Legal_Analyst_Base,True,-3,retain,inactive_login>60d (+20); access_used_last_quarter (-8); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2025-05-05|Joiner|Eintritt ins Unternehmen;2025-11-12|Login|Letzter Login;2025-12-22|Recert|Letzte Rezertifizierung (bestätigt);2026-01-04|Grant|Berechtigung 'read_reports' zugewiesen
CASE-0213,USR-7089,Legal,,IAM,Admin,admin_console,2020-05-07,2020-08-29,,,active,75,237,high,0,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'admin_console').,Security Operations Owner,Sara Vogel,Direct,,True,48,review,inactive_login>60d (+20); stale_access>180d (+18); high_privilege (+25); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); active_user (-5),68.2,2020-05-07|Joiner|Eintritt ins Unternehmen;2020-08-29|Grant|Berechtigung 'admin_console' zugewiesen;2025-12-27|Login|Letzter Login
CASE-0214,USR-6614,IT,,Payroll,Employee,admin_console,2020-09-09,2021-08-24,,2025-06-22,active,117,73,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Sven Berger,Role-derived,IT_Employee_Base,True,-23,retain,inactive_login>60d (+20); access_used_last_quarter (-8); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2020-09-09|Joiner|Eintritt ins Unternehmen;2021-08-24|Grant|Berechtigung 'admin_console' zugewiesen;2025-06-22|Recert|Letzte Rezertifizierung (bestätigt);2025-11-15|Login|Letzter Login
CASE-0215,USR-3595,Finance,,Payroll,Analyst,read_reports,2021-05-01,2021-10-09,,,active,33,314,low,0,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,Data Governance Team,Lars Hoffmann,Role-derived,Finance_Analyst_Base,True,-7,retain,inactive_login>30d (+10); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2021-05-01|Joiner|Eintritt ins Unternehmen;2021-10-09|Grant|Berechtigung 'read_reports' zugewiesen;2026-02-07|Login|Letzter Login
CASE-0216,USR-5076,Finance,IT,CRM,Employee,user_support,2019-10-09,2020-07-09,2025-08-08,2025-03-14,active,88,159,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'CRM' (Berechtigung: 'user_support').,Service Desk Owner,Lars Hoffmann,Direct,,True,13,retain,inactive_login>60d (+20); stale_access>90d (+8); low_privilege (-10); no_toxic_combination (-15); dept_change_privilege_creep (+15); active_user (-5),80.8,2019-10-09|Joiner|Eintritt ins Unternehmen;2020-07-09|Grant|Berechtigung 'user_support' zugewiesen;2025-03-14|Recert|Letzte Rezertifizierung (bestätigt);2025-08-08|Mover|Abteilungswechsel von IT nach Finance;2025-12-14|Login|Letzter Login
CASE-0217,USR-3192,Operations,,IAM,Analyst,export_data,2022-09-10,2023-02-06,,,active,91,384,low,1,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'export_data').,Data Compliance Owner,Tim Behrens,Direct,,True,70,revoke,inactive_login>60d (+20); stale_access>365d (+30); low_privilege (-10); toxic_combination (+40); no_department_change (-5); active_user (-5),50.0,2022-09-10|Joiner|Eintritt ins Unternehmen;2023-02-06|Grant|Berechtigung 'export_data' zugewiesen;2025-12-11|Login|Letzter Login
CASE-0218,USR-1612,Operations,,Payroll,Employee,user_support,2020-10-26,2021-02-12,,,active,65,394,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Lea Richter,Role-derived,Operations_Employee_Base,True,15,retain,inactive_login>60d (+20); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),78.0,2020-10-26|Joiner|Eintritt ins Unternehmen;2021-02-12|Grant|Berechtigung 'user_support' zugewiesen;2026-01-06|Login|Letzter Login
CASE-0219,USR-4366,Sales,,BI,Analyst,user_support,2019-07-27,2019-08-21,,2025-05-29,active,161,4,low,0,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'BI' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,David Brandt,Role-derived,Sales_Analyst_Base,True,-12,retain,inactive_login>120d (+35); access_recently_used<=30d (-12); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2019-07-27|Joiner|Eintritt ins Unternehmen;2019-08-21|Grant|Berechtigung 'user_support' zugewiesen;2025-05-29|Recert|Letzte Rezertifizierung (bestätigt);2025-10-02|Login|Letzter Login
CASE-0220,USR-4272,Operations,,IAM,Analyst,admin_console,2024-01-17,2024-03-11,,2025-06-21,active,51,183,medium,0,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Lea Richter,Role-derived,Operations_Analyst_Base,True,13,retain,inactive_login>30d (+10); stale_access>180d (+18); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),80.8,2024-01-17|Joiner|Eintritt ins Unternehmen;2024-03-11|Grant|Berechtigung 'admin_console' zugewiesen;2025-06-21|Recert|Letzte Rezertifizierung (bestätigt);2026-01-20|Login|Letzter Login
CASE-0221,USR-9095,Finance,,CRM,Contractor,read_reports,2024-09-26,2025-03-15,,,active,199,261,low,0,Berechtigung ist für die Rolle 'Contractor' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,Data Governance Team,Lars Hoffmann,Role-derived,Finance_Contractor_Base,True,28,retain,inactive_login>120d (+35); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); active_user (-5),59.8,2024-09-26|Joiner|Eintritt ins Unternehmen;2025-03-15|Grant|Berechtigung 'read_reports' zugewiesen;2025-08-25|Login|Letzter Login
CASE-0222,USR-6901,Finance,,BI,Manager,manage_identities,2022-09-01,2023-01-15,,,active,109,378,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'BI' (Berechtigung: 'manage_identities').,IAM Platform Owner,Nina Weber,Direct,,True,15,retain,inactive_login>60d (+20); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),78.0,2022-09-01|Joiner|Eintritt ins Unternehmen;2023-01-15|Grant|Berechtigung 'manage_identities' zugewiesen;2025-11-23|Login|Letzter Login
CASE-0223,USR-7105,Sales,,IAM,Employee,approve_payments,2021-04-05,2021-09-21,,,active,29,205,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,Finance Access Owner,David Brandt,Role-derived,Sales_Employee_Base,True,-27,retain,recent_login<=30d (-10); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2021-04-05|Joiner|Eintritt ins Unternehmen;2021-09-21|Grant|Berechtigung 'approve_payments' zugewiesen;2026-02-11|Login|Letzter Login
CASE-0224,USR-2699,HR,,Payroll,Manager,admin_console,2024-01-29,2024-12-27,,2025-06-01,active,123,410,medium,0,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Tobias Franke,Role-derived,HR_Manager_Base,True,50,review,inactive_login>120d (+35); stale_access>365d (+30); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),71.0,2024-01-29|Joiner|Eintritt ins Unternehmen;2024-12-27|Grant|Berechtigung 'admin_console' zugewiesen;2025-06-01|Recert|Letzte Rezertifizierung (bestätigt);2025-11-09|Login|Letzter Login
CASE-0225,USR-6148,Finance,,ERP,Manager,user_support,2020-10-24,2021-06-29,,2026-02-10,active,173,268,medium,0,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'ERP' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Nina Weber,Role-derived,Finance_Manager_Base,True,38,review,inactive_login>120d (+35); stale_access>180d (+18); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),54.2,2020-10-24|Joiner|Eintritt ins Unternehmen;2021-06-29|Grant|Berechtigung 'user_support' zugewiesen;2025-09-20|Login|Letzter Login;2026-02-10|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0226,USR-8895,Legal,,IAM,Analyst,user_support,2023-02-21,2023-11-14,,,active,173,328,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'user_support').,Service Desk Owner,Sara Vogel,Direct,,True,18,retain,inactive_login>120d (+35); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),73.8,2023-02-21|Joiner|Eintritt ins Unternehmen;2023-11-14|Grant|Berechtigung 'user_support' zugewiesen;2025-09-20|Login|Letzter Login
CASE-0227,USR-6421,HR,,IAM,Contractor,read_reports,2025-01-06,2025-09-04,,2025-07-13,terminated,129,114,medium,0,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'read_reports').,Data Governance Team,Mara Klein,Direct,,False,73,revoke,inactive_login>120d (+35); stale_access>90d (+8); medium_privilege (+10); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); terminated_user_orphan (+30),54.2,2025-01-06|Joiner|Eintritt ins Unternehmen;2025-07-13|Recert|Letzte Rezertifizierung (bestätigt);2025-09-04|Grant|Berechtigung 'read_reports' zugewiesen;2025-11-03|Login|Letzter Login;2026-02-16|Leaver|Austritt aus dem Unternehmen
CASE-0228,USR-9996,Sales,,ERP,Employee,read_reports,2024-12-08,2025-07-25,,2025-03-30,inactive,154,493,medium,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'ERP' innerhalb der Standard-Rollenmatrix erforderlich.,Data Governance Team,Pia Walter,Role-derived,Sales_Employee_Base,True,70,revoke,inactive_login>120d (+35); stale_access>365d (+30); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); inactive_user (+15),50.0,2024-12-08|Joiner|Eintritt ins Unternehmen;2025-03-30|Recert|Letzte Rezertifizierung (bestätigt);2025-07-25|Grant|Berechtigung 'read_reports' zugewiesen;2025-10-09|Login|Letzter Login
CASE-0229,USR-8751,HR,,BI,Manager,user_support,2023-03-04,2023-09-07,,,active,93,366,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'BI' (Berechtigung: 'user_support').,Service Desk Owner,Mara Klein,Direct,,True,15,retain,inactive_login>60d (+20); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),78.0,2023-03-04|Joiner|Eintritt ins Unternehmen;2023-09-07|Grant|Berechtigung 'user_support' zugewiesen;2025-12-09|Login|Letzter Login
CASE-0230,USR-2752,Legal,,IAM,Employee,admin_console,2022-08-15,2023-05-23,,2025-10-07,active,50,96,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Sara Vogel,Role-derived,Legal_Employee_Base,True,-17,retain,inactive_login>30d (+10); stale_access>90d (+8); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2022-08-15|Joiner|Eintritt ins Unternehmen;2023-05-23|Grant|Berechtigung 'admin_console' zugewiesen;2025-10-07|Recert|Letzte Rezertifizierung (bestätigt);2026-01-21|Login|Letzter Login
CASE-0231,USR-8493,Finance,,BI,Analyst,admin_console,2023-02-20,2023-04-17,,2025-10-28,active,129,68,high,0,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'BI' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Nina Weber,Role-derived,Finance_Analyst_Base,True,27,retain,inactive_login>120d (+35); access_used_last_quarter (-8); high_privilege (+25); no_toxic_combination (-15); no_department_change (-5); active_user (-5),61.2,2023-02-20|Joiner|Eintritt ins Unternehmen;2023-04-17|Grant|Berechtigung 'admin_console' zugewiesen;2025-10-28|Recert|Letzte Rezertifizierung (bestätigt);2025-11-03|Login|Letzter Login
CASE-0232,USR-2696,HR,,Payroll,Employee,user_support,2025-11-28,2026-01-29,,,active,153,310,high,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Tobias Franke,Role-derived,HR_Employee_Base,True,53,review,inactive_login>120d (+35); stale_access>180d (+18); high_privilege (+25); no_toxic_combination (-15); no_department_change (-5); active_user (-5),73.8,2025-10-10|Login|Letzter Login;2025-11-28|Joiner|Eintritt ins Unternehmen;2026-01-29|Grant|Berechtigung 'user_support' zugewiesen
CASE-0233,USR-9393,IT,,IAM,Manager,user_support,2022-02-17,2022-07-08,,2025-10-09,active,140,440,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'user_support').,Service Desk Owner,Sven Berger,Direct,,True,30,retain,inactive_login>120d (+35); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),57.0,2022-02-17|Joiner|Eintritt ins Unternehmen;2022-07-08|Grant|Berechtigung 'user_support' zugewiesen;2025-10-09|Recert|Letzte Rezertifizierung (bestätigt);2025-10-23|Login|Letzter Login
CASE-0234,USR-3913,Legal,,Ticketing,Manager,admin_console,2022-08-10,2023-07-28,,,active,177,326,low,0,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Markus Hahn,Role-derived,Legal_Manager_Base,True,18,retain,inactive_login>120d (+35); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),73.8,2022-08-10|Joiner|Eintritt ins Unternehmen;2023-07-28|Grant|Berechtigung 'admin_console' zugewiesen;2025-09-16|Login|Letzter Login
CASE-0235,USR-9564,Operations,,ERP,Manager,read_reports,2024-01-11,2024-12-22,,,active,97,74,low,0,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'ERP' innerhalb der Standard-Rollenmatrix erforderlich.,Data Governance Team,Tim Behrens,Role-derived,Operations_Manager_Base,True,-23,retain,inactive_login>60d (+20); access_used_last_quarter (-8); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2024-01-11|Joiner|Eintritt ins Unternehmen;2024-12-22|Grant|Berechtigung 'read_reports' zugewiesen;2025-12-05|Login|Letzter Login
CASE-0236,USR-1529,Finance,,IAM,Employee,export_data,2022-07-24,2023-07-09,,,active,26,315,high,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Nina Weber,Role-derived,Finance_Employee_Base,True,8,retain,recent_login<=30d (-10); stale_access>180d (+18); high_privilege (+25); no_toxic_combination (-15); no_department_change (-5); active_user (-5),87.8,2022-07-24|Joiner|Eintritt ins Unternehmen;2023-07-09|Grant|Berechtigung 'export_data' zugewiesen;2026-02-14|Login|Letzter Login
CASE-0237,USR-7349,Legal,,Payroll,Manager,user_support,2022-01-05,2022-09-24,,,active,80,494,medium,0,Direkte Zuweisung für eine operative Tätigkeit in 'Payroll' (Berechtigung: 'user_support').,Service Desk Owner,Markus Hahn,Direct,,True,35,review,inactive_login>60d (+20); stale_access>365d (+30); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),50.0,2022-01-05|Joiner|Eintritt ins Unternehmen;2022-09-24|Grant|Berechtigung 'user_support' zugewiesen;2025-12-22|Login|Letzter Login
CASE-0238,USR-4218,Legal,,BI,Admin,approve_payments,2024-04-25,2024-08-19,,2026-01-14,active,75,229,low,0,Berechtigung ist für die Rolle 'Admin' in der Anwendung 'BI' innerhalb der Standard-Rollenmatrix erforderlich.,Finance Access Owner,Sara Vogel,Role-derived,Legal_Admin_Base,True,13,retain,inactive_login>60d (+20); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); active_user (-5),80.8,2024-04-25|Joiner|Eintritt ins Unternehmen;2024-08-19|Grant|Berechtigung 'approve_payments' zugewiesen;2025-12-27|Login|Letzter Login;2026-01-14|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0239,USR-8640,Legal,IT,BI,Analyst,approve_payments,2020-09-07,2021-03-20,2022-10-12,2025-08-28,active,10,78,high,0,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'BI' innerhalb der Standard-Rollenmatrix erforderlich.,Finance Access Owner,Markus Hahn,Role-derived,Legal_Analyst_Base,True,2,retain,recent_login<=30d (-10); access_used_last_quarter (-8); high_privilege (+25); no_toxic_combination (-15); dept_change_privilege_creep (+15); active_user (-5),96.2,2020-09-07|Joiner|Eintritt ins Unternehmen;2021-03-20|Grant|Berechtigung 'approve_payments' zugewiesen;2022-10-12|Mover|Abteilungswechsel von IT nach Legal;2025-08-28|Recert|Letzte Rezertifizierung (bestätigt);2026-03-02|Login|Letzter Login
CASE-0240,USR-3611,IT,,Payroll,Manager,admin_console,2023-05-13,2023-06-20,,2025-11-25,active,137,206,low,0,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Sven Berger,Role-derived,IT_Manager_Base,True,18,retain,inactive_login>120d (+35); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),73.8,2023-05-13|Joiner|Eintritt ins Unternehmen;2023-06-20|Grant|Berechtigung 'admin_console' zugewiesen;2025-10-26|Login|Letzter Login;2025-11-25|Recert|Letzte Rezertifizierung (bestätigt)
